CNTRY_YEAR,Countries,Year,1  Size of Government,1A Government Consumption,1B  Transfers and subsidies,1C  Government investment,1D  Top marginal tax rate,1Di Top marginal income tax rate,1Dii Top marginal income and payroll tax rate,2  Legal System & Property Rights,2A  Judicial independence,2B  Impartial courts,2C  Protection of property rights,2D  Military interference in rule of law and politics,2E Integrity of the legal system,2F Legal enforcement of contracts,2G Regulatory restrictions on the sale of real property,2H Reliability of police,3  Sound Money,3A  Money growth,3B  Standard deviation of inflation,3C  Inflation: Most recent year,3D  Freedom to own foreign currency bank accounts,4  Freedom to trade internationally,4A  Tariffs,4Ai  Revenue from trade taxes (% of trade sector),4Aii  Mean tariff rate,4Aiii  Standard deviation of tariff rates,4B  Regulatory trade barriers,4Bi  Non-tariff trade barriers,4Bii  Compliance costs of importing and exporting,4C  Black market exchange rates,4D  Controls of the movement of capital and people,4Di  Financial Openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,5  Regulation,5A  Credit market regulations,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5B  Labor market regulations,5Bi  Hiring regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Centralized collective bargaining,5Biv  Hours Regulations,5Bv Mandated cost of worker dismissal,5Bvi  Conscription,5C  Business regulations,5Ci  Administrative requirements,5Cii  Regulatory Burden,5Ciii  Startinga  business,5Civ  Impartial Public Administration,5Cv Licensing restrictions,5Cvi Tax compliance,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
CNTRY_YEAR,Countries,Year,sog,sog_gc,sog_ts,sog_gi,sog_tmtr,sog_tmitr,sog_tmiptr,lspr,lspr_ji,lspr_ic,lspr_ppr,lspr_mi,lspr_ils,lspr_lec,lspr_rr,lspr_rp,sm,sm_mg,sm_sdi,sm_i,sm_f,free,free_t,free_t_r,free_t_m,free_t_sd,free_r,free_r_n,free_r_c,free_b,free_c,free_f,free_f_c,free_f_F,reg,reg_c,reg_c_o,reg_c_p,reg_c_i,reg_l,reg_l_h,reg_l_hf,reg_l_c,reg_l_h,reg_l_m,re_l_cp,reg_b,reg_b_a,reg_b_r,reg_b_s,reg_b_i,reg_b_l,reg_b_t,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
IND_2011,India,2011,7.711371561,7,9.128004044,8.173853761,7,7,7,5.308583152,6.637731096,5.735320371,5.301752455,6.666666667,6.221283333,3.796927204,6.768841518,5.450013397,6.480611012,8.545262219,9.14918183,8.228,0,5.902989818,6.468,7.92,7.48,4.004,6.480914257,5.387596947,7.574231567,10,0.663045016,1.657258123,0,0.331876924,6.933936185,7.039196262,2,9.117588785,10,8.022301341,10,4.930289892,6.903777243,10,6.299740913,10,5.740310952,3.402574828,4.545454545,8.153113626,6.1075,4.957089044,7.276133668,43.77,43.112347,41.34471,5960416.5,36497.46498
IND_2012,India,2012,7.860151868,7.147058824,9.111149114,8.287551401,7.5,8,7,5.273059298,6.769373689,5.692919373,5.297668381,6.666666667,6.221283333,3.796927204,6.867454889,4.954549333,6.585192543,8.847960302,9.35480987,8.138,0,5.833927259,6.072711111,7.753333333,7.26,3.2048,6.599899024,5.62556648,7.574231567,10,0.663098903,1.657258123,0,0.332038586,6.773965699,6.9410991,2,8.823297299,10,8.114923417,10,5.237701533,7.152098053,10,6.299740913,10,5.26587458,3.468986475,3.111111111,8.230847214,6.1075,3.400669009,7.276133668,37.270351,39.949623,39.147507,6383269.5,23995.48781
IND_2013,India,2013,7.799482134,7.338235294,8.977771391,7.808903983,8,8,8,5.183321806,6.451304793,5.705811434,5.037695564,6.666666667,6.295033333,3.796927204,6.810757177,4.71527258,6.533572499,8.957299019,9.35851964,7.818471338,0,5.781339587,6.161111111,7.933333333,7.3,3.25,6.301148333,5.188980811,7.413315854,10,0.663098903,1.657258123,0,0.332038586,6.547856609,6.594549471,2,7.783648413,10,6.835304575,7.766666667,5.229229824,5.716190046,6,6.299740913,10,6.21371578,4.295850656,3.111111111,8.598006995,6.165,7.836192248,7.276133668,42.66411,44.3668,45.71123,6547277,28153.03424
IND_2014,India,2014,7.681959982,7.285294118,8.613079019,7.638926774,8,8,8,5.125241149,6.35121096,5.879941495,4.78783123,6.666666667,6.250533333,3.672,6.646401558,4.71527258,6.713338634,9.223050185,8.900943261,8.729361091,0,5.132155406,6.165555556,7.946666667,7.3,3.25,3.700021053,5.684042456,1.71599965,10,0.663045016,1.657258123,0,0.331876924,6.294828725,6.539333333,2,7.618,10,5.983469565,6.666666667,3.713223824,7.216252307,2,6.304674592,10,6.361683278,4.93932997,3.111111111,8.929710288,6.165,7.74881463,7.276133668,45.00021,53.67221,49.21005,6775478.5,34576.64914
IND_2015,India,2015,7.511651713,7.352941176,8.460490463,6.872326924,8,8,8,5.365224982,6.513261795,6.105463726,4.935276502,6.666666667,6.372433333,3.671927204,6.584439158,6.226054033,8.00685538,9.405668431,8.796238409,8.825514681,5,5.178694042,6.135911111,7.573333333,7.32,3.5144,3.915820039,5.984280415,1.847359664,10,0.663045016,1.657258123,0,0.331876924,6.501435346,6.586,2,7.758,10,6.461594908,6.666666667,6.256692646,5.54646922,4,6.299740913,10,6.45671113,5.147305767,3.333333333,9.022608544,6.165,7.773466815,7.298552321,47.99321,57.2221,52.8977,7189761.5,44009.49213
IND_2016,India,2016,7.617070008,7.411764706,8.430517711,7.370567621,8,8,8,5.401093483,6.531695463,6.076979198,5.283562885,6.666666667,6.4766,4.183200589,6.23716602,5.93436877,8.139539353,9.537063768,9.009293642,9.0118,5,5.201060319,6.198311111,7.653333333,7.32,3.6216,3.942885148,5.868883928,2.016886369,10,0.663045016,1.657258123,0,0.331876924,6.530714218,6.549083928,2,7.647251783,10,6.366090816,7.216666667,5.92937549,5.750761827,3,6.299740913,10,6.676967909,5.541393757,3.333333333,8.890441257,6.165,8.530434972,7.601204136,53.3321,59.11002,59.00458,7636911.5,44458.57155
IND_2017,India,2017,7.563700991,7.132352941,8.441416894,7.14723512,8,8,8,5.407397204,6.448291361,6.116541559,5.472588684,6.666666667,6.37755,4.433200589,5.948750106,5.981960694,8.36920851,9.718110818,9.256900622,9.5018226,5,5.804944778,6.404088889,8.706666667,7.24,3.2656,6.115769995,5.872651737,6.358888254,10,0.699920229,1.657258123,0,0.442502565,6.617709267,6.549083928,2,7.647251783,10,6.741522115,7.216666667,5.994414488,5.938310623,5,6.299740913,10,6.562521759,5.716529688,3.777777778,9.319412471,5.236,9.360410617,5.965,55.12231,60.3211,61.4431,8069977.5,39966.09136
IND_2018,India,2018,7.375814382,7.244117647,8.228882834,7.308571429,7,7,7,5.511827693,6.446861439,5.898692772,5.328943478,6.7,6.3662,4.433200589,6.341219521,5.335417588,8.315401806,9.721870714,9.511874511,9.027862,5,5.842213193,6.115955556,9.086666667,6.58,2.6812,6.552976987,5.760914485,7.345039488,10,0.699920229,1.657258123,0,0.442502565,6.567833366,6.549083928,2,7.647251783,10,6.417275581,6.666666667,5.256237983,6.281007925,4,6.299740913,10,6.737140588,5.180672805,3.555555556,9.365039035,5.965,9.179981284,7.176594849,57.166451,62.510967,63.483559,8587871,42117.45071
IND_2019,India,2019,7.580041273,7.158823529,8.228882834,7.4,7,7,7,5.517044092,6.229305883,5.865077581,5.690286955,6.666666667,6.3337,4.433200589,6.341219521,5.335417588,8.15309135,9.633914136,9.510390215,8.468061051,5,5.860152406,6.081688889,9.086666667,6.48,2.6784,6.552976987,5.760914485,7.345039488,10,0.805943746,1.64345175,0,0.774379489,6.66967814,6.486238622,2,7.458715865,10,6.417275581,6.666666667,5.256237983,6.281007925,4,6.299740913,10,7.105520218,5.180672805,5.333333333,9.365039035,6.3975,9.179981284,7.176594849,57.45676,61.882214,62.948265,8900328,50609.92
IND_2020,India,2020,7.515100096,6.594117647,8.228882834,7.4,7,7,7,5.574103171,6.234916994,5.821418637,5.690286955,6.666666667,6.85675,4.433200589,6.341219521,5.335417588,8.136690461,9.122814328,9.748547515,8.6754,5,5.904087448,6.515555556,9.086666667,7,3.46,6.552976987,5.760914485,7.345039488,10,0.54781725,1.64345175,0,0,6.485894508,5.945026615,2,5.835079844,10,6.417275581,6.666666667,5.256237983,6.281007925,4,6.299740913,10,7.095381329,5.180672805,6,9.365039035,5.67,9.179981284,7.176594849,61.198318,62.191349,64.364479,9457283.71,64362
IDN_2005,Indonesia,2005,8.12578696,8.473566953,8.895367847,10,6,7,5,3.961615819,4.746060075,4.063053371,4.58677686,4.166666667,5.1656,2.70943628,5.811461746,3.510928962,7.495557532,8.866317992,8.206303458,7.909608677,5,6.869830431,7.934,9.38,8.7,5.722,6.301154141,6.407103825,6.195204457,10,3.244167581,6.994041204,1.538461538,1.2,6.31391155,8.317212013,5,9.95163604,10,4.9324685,2.8,4.494535519,7.300275482,10,0,5,5.692054137,6.256830601,5.854800937,5.846945846,5.4125,7.237819484,3.543427955,70.546555,82.540245,69.436249,1074786.38,8337
IDN_2006,Indonesia,2006,8.145002084,8.205882353,9.259128065,10,6,7,5,4.017485329,4.861964198,4.214011171,3.960626224,4.166666667,5.1656,2.70943628,5.811461746,4.360427569,7.281636859,8.478801173,8.269829911,7.37791635,5,7.05924289,8.099111111,9.955333333,8.62,5.722,6.888065518,7.058222533,6.717908503,10,3.249794932,6.994041204,1.538461538,1.216882054,6.431861621,8.258654318,5,9.775962953,10,5.175571178,2.8,5.822796222,7.430630844,10,0,5,5.861359368,4.799992557,4.494535519,5.700415071,5.4125,7.742393903,7.01831916,69.622757,81.328804,69.588615,1186131.88,4914
IDN_2007,Indonesia,2007,8.142161996,8.350910197,9.099899781,10,6,7,5,4.126943553,5.1763783,4.264786133,4.182933226,4.166666667,5.1656,2.70943628,5.745719499,4.799081396,7.662844395,8.450835203,8.481957846,8.718584529,5,6.934169966,7.834666667,9.356,8.62,5.528,6.908628522,7.099348541,6.717908503,10,2.993384676,6.994041204,0.769230769,1.216882054,6.468068012,8.202564628,5,9.607693885,10,5.294101285,3.9,6.195309732,6.669297979,10,0,5,5.907538122,4.142898695,4.494535519,6.505181118,5.4125,7.87179424,7.01831916,72.562965,74.25769,66.537804,1317021.38,6929
IDN_2008,Indonesia,2008,8.011284632,8.197058824,8.599364338,10,6,7,5,4.332376055,5.329575369,4.451479957,5.183556367,4.166666667,5.1656,2.70943628,6.067006536,4.939784852,7.462657746,8.325310157,8.544936518,7.980384307,5,6.892433933,7.874777778,9.476333333,8.62,5.528,6.701573279,6.685238056,6.717908503,10,2.993384676,6.994041204,0.769230769,1.216882054,6.426561043,7.957629978,5,9.872889933,9,5.107736344,3.9,5.542843799,6.203574267,10,0,5,6.214316807,4.793163978,4.494535519,7.610165626,5.4125,7.95721656,7.01831916,71.975693,76.766548,70.244476,1536182.75,9318
IDN_2009,Indonesia,2009,8.118947868,7.495074303,9.339665038,10,6.5,8,5,4.30823961,5.253816061,4.499652084,5.073004136,4.166666667,5.1656,2.70943628,6.001264289,4.931888678,7.676526304,8.451772696,8.530580135,8.723752386,5,6.908748522,7.902177778,9.527333333,8.64,5.5392,6.483021377,6.164291241,6.801751513,10,3.249794932,6.994041204,1.538461538,1.216882054,6.400709037,8.154385827,5,9.463157482,10,4.808862261,2.233333333,5.636055848,5.983784383,10,0,5,6.238879022,4.424907152,4.494535519,8.086885153,5.4125,7.996127151,7.01831916,73.127312,75.425919,71.039185,1711001,4878
IDN_2010,Indonesia,2010,8.368433723,7.720588235,9.361580381,10,7.5,8,7,4.270237527,5.275436028,4.45293292,4.9422025,4.166666667,5.3225,2.70943628,6.034135412,4.56458075,8.94515983,8.489487239,8.31770306,8.97344902,10,6.856393155,7.8864,9.48,8.64,5.5392,6.289377688,5.525474833,7.053280543,10,3.249794932,6.994041204,1.538461538,1.216882054,6.429006412,8.154385827,5,9.463157482,10,4.663812097,2.233333333,5.278585833,5.470953417,10,0,5,6.468821311,4.279793667,5.454545455,8.218448105,5.69,8.151821479,7.01831916,73.803917,78.069321,72.567726,2016554.5,13771
IDN_2011,Indonesia,2011,8.281360474,7.617647059,9.029155313,10,7.5,8,7,4.357769302,5.325954255,4.51116649,5.093396958,4.166666667,5.275,2.980747641,6.034135412,4.848843868,8.962255975,8.655494247,8.265529654,8.928,10,6.624699334,7.799111111,9.053333333,8.6,5.744,6.393098635,5.48314072,7.303056551,10,2.306587589,4.164419174,1.538461538,1.216882054,6.454100051,8.154385827,5,9.463157482,10,4.696563532,2.233333333,5.285904168,5.660143688,10,0,5,6.511350795,4.537237807,5.454545455,8.119074698,5.69,8.170462367,7.096784445,73.930084,82.229584,74.716812,2436969.5,19241
IDN_2012,Indonesia,2012,8.209325228,7.647058824,8.719567316,10,7.5,8,7,4.417516396,5.465234207,4.598744525,5.110308476,4.166666667,5.275,3.105747641,6.001264289,5.037178057,8.94120276,8.681131763,7.939679279,9.144,10,6.653151582,7.901333333,9.22,8.6,5.884,6.404487818,5.505919086,7.303056551,10,2.306785176,4.164419174,1.538461538,1.217474816,6.458138876,8.195666667,5,9.587,10,4.775298056,2.233333333,5.452300457,5.966154543,10,0,5,6.403451907,4.883261048,4.444444444,8.121642735,5.69,8.184578767,7.096784445,74.226013,85.925858,74.965752,2584320.5,19138
IDN_2013,Indonesia,2013,8.2190702,7.647058824,8.768292174,10,7.5,8,7,4.492576603,5.517152969,4.671042351,5.477623999,4.166666667,5.2269,3.207489401,5.93207953,5.219781733,9.15287182,8.700918129,9.193246507,8.717322644,10,6.620225749,8.036755556,9.326666667,8.62,6.1636,6.137362265,5.158999985,7.115724545,10,2.306785176,4.164419174,1.538461538,1.217474816,6.308073137,8.097597647,5,9.292792941,10,4.54282986,1.1,5.484026884,5.672952278,10,0,5,6.283791904,4.993808574,4.444444444,7.981101157,5.655,7.46996151,7.15843574,73.573471,85.715721,74.710739,2625268.75,18817
IDN_2014,Indonesia,2014,8.217790001,7.564705882,8.844244121,10,7.5,8,7,4.516357241,5.733875158,4.736558539,5.528030938,4.166666667,5.2279,3.0825,5.93207953,5.219781733,9.201134165,8.82706357,9.256458172,8.721014918,10,7.0172785,8.072311111,9.433333333,8.62,6.1636,5.33020162,6.685238056,3.975165185,10,4.66660127,4.164419174,1.538461538,8.296923099,6.345035869,8.100333333,5,9.301,10,4.641069678,1.1,5.542843799,6.203574267,10,0,5,6.293704595,4.642910343,4.444444444,8.158937459,5.655,7.483917717,7.377017607,73.708832,85.601837,75.137367,2654282.5,21811
IDN_2015,Indonesia,2015,8.398663709,7.470588235,9.120230308,10,7.5,8,7,4.627712676,5.858218902,5.055564526,5.59301049,4.166666667,5.262005556,3.207489401,5.93207953,5.529411634,9.287763949,9.104494422,9.319185598,8.727375774,10,6.859406293,8.103422222,9.526666667,8.62,6.1636,4.667601679,5.262996287,4.072207071,10,4.66660127,4.164419174,1.538461538,8.296923099,6.43157064,8.073666667,5,9.221,10,4.560802505,1.1,5.682778874,5.582036156,10,0,5,6.660242748,4.803620677,4.888888889,8.999001721,6.1025,7.644706352,7.522738851,73.092537,85.077965,74.328827,2667796.75,16641
IDN_2016,Indonesia,2016,8.526731768,7.623529412,9.607629428,10,7.5,8,7,4.89932162,5.992573668,5.126787364,6.030970415,4.166666667,5.227283333,4.202216246,6.750077776,5.49102068,9.531311508,9.269893298,9.560352733,9.295,10,6.865033109,7.937333333,9.5,8.42,5.892,4.856197832,5.455099742,4.257295922,10,4.66660127,4.164419174,1.538461538,8.296923099,6.499966808,8.074054736,5,9.222164207,10,4.629365778,1.1,5.769521395,5.906673272,10,0,5,6.796479912,5.100034873,5.111111111,9.145919437,6.1025,7.645249291,7.674064758,72.363319,85.09465,74.1698,2704488,3921
IDN_2017,Indonesia,2017,8.513805738,7.732352941,9.656675749,10,7.5,8,7,4.930885559,5.986837272,5.126647305,6.157189608,4.166666667,5.139283333,4.409737267,6.718691492,5.559491317,9.557252008,9.426555072,9.564212572,9.238240386,10,6.956387897,7.887675387,9.52742616,8.38,5.7556,4.703582629,5.509808858,3.897356399,10,5.234293571,4.164419174,1.538461538,10,6.459317145,8.204837491,5,9.614512472,10,4.687571899,1.1,5.83894372,6.186487674,10,0,5,6.485542047,5.150570075,4.666666667,9.327608653,6.208,7.457906886,6.1025,73.038063,85.070862,74.104416,2819440.75,20579
IDN_2018,Indonesia,2018,8.494360314,7.744117647,9.547683924,10,7.5,8,7,4.921436018,5.885991123,5.14231701,6.15370512,4.2,5.15595,4.327216246,6.692624094,5.62382857,9.648686537,9.658231249,9.576184098,9.3603308,10,7.019277425,7.8852,9.52,8.38,5.7556,4.957616129,5.531308652,4.383923607,10,5.234293571,4.164419174,1.538461538,10,6.552344208,8.204837491,5,9.614512472,10,4.711793571,1.1,5.834376017,6.336385408,10,0,5,6.740401564,5.076298713,4.222222222,9.535435582,6.1025,7.646934219,7.859018645,74.187363,81.543999,75.112083,2973450.25,20563
IDN_2019,Indonesia,2019,8.160187209,7.882352941,9.558583106,10,7.5,8,7,4.895132381,5.885991123,5.126023806,6.15370512,4.166666667,4.974783333,4.327216246,6.692624094,5.62382857,9.662633,9.733899567,9.522749761,9.39388267,10,7.021857921,7.894088889,9.546666667,8.38,5.7556,4.957616129,5.531308652,4.383923607,10,5.235726665,4.168718457,1.538461538,10,6.57703519,8.09372525,5,9.28117575,10,4.711793571,1.1,5.834376017,6.336385408,10,0,5,6.925586749,5.076298713,5.333333333,9.535435582,6.1025,7.646934219,7.859018645,74.770241,84.143768,75.694656,3087351,23883
IDN_2020,Indonesia,2020,7.906069562,7.761764706,9.558583106,10,7.5,8,7,4.901540934,5.847824456,4.915620357,6.15370512,4.166666667,5.279583333,4.327216246,6.692624094,5.62382857,9.580533198,9.463695114,9.242637676,9.6158,10,6.601669032,9.546666667,9.546666667,,,4.957616129,5.531308652,4.383923607,10,1.902393332,4.168718457,1.538461538,0,6.460197404,7.669137819,5,8.007413457,10,4.711793571,1.1,5.834376017,6.336385408,10,0,5,6.999660823,5.076298713,5.777777778,9.535435582,6.1025,7.646934219,7.859018645,73.558708,82.309792,73.851341,3303238.77,18591
